experiment_id,code,embedding,experiment_kind,cycles,shots,p_cnot,p_idle,p_prep,p_meas,kernel,kernel_params,J0,tau,use_weak_limit,primary_decoder,secondary_decoder,notes,geometry_scope,timestamp,embedding_params,embedding_hash,decoded_sector,d,n_data,n_total,k,build_seconds,num_detectors,num_observables,num_dem_errors,circuit_depth,reference_weighted_exposure,reference_aggregate_pair_probability_max,reference_aggregate_amplitude_max,reference_aggregate_location_strength_max,full_cycle_aggregate_pair_probability_max,full_cycle_aggregate_amplitude_max,full_cycle_aggregate_location_strength_max,num_pair_channels,num_workers,primary_failures,primary_shots,primary_discards,primary_ler_total,primary_ler_total_lo,primary_ler_total_hi,primary_ler_per_cycle_derived,primary_decoder_seconds,primary_cpu_seconds
zsector_la,BB72,logical_aware_fixed:configs/logical_aware_bb72_truefamily.json,x_memory,6,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,Z-sector robustness: la,theory_reduced,2026-03-27T19:26:09.255066+00:00,,,Z,6,72,144,12,0.4958763122558594,252,12,13392,49,,,,,0.05597013970416055,1.3999999999999977,1.3999999999999977,11340,12,1080,5000,0,0.216,0.21013837123235105,0.22197717058372635,0.03974625311239255,241.35595107078552,2813.4381838086993
