experiment_id,code,embedding,experiment_kind,cycles,shots,p_cnot,p_idle,p_prep,p_meas,kernel,kernel_params,J0,tau,use_weak_limit,primary_decoder,secondary_decoder,notes,geometry_scope,timestamp,embedding_params,embedding_hash,decoded_sector,d,n_data,n_total,k,build_seconds,num_detectors,num_observables,num_dem_errors,circuit_depth,reference_weighted_exposure,reference_aggregate_pair_probability_max,reference_aggregate_amplitude_max,reference_aggregate_location_strength_max,full_cycle_aggregate_pair_probability_max,full_cycle_aggregate_amplitude_max,full_cycle_aggregate_location_strength_max,num_pair_channels,num_workers,primary_failures,primary_shots,primary_discards,primary_ler_total,primary_ler_total_lo,primary_ler_total_hi,primary_ler_per_cycle_derived,primary_decoder_seconds,primary_cpu_seconds
untied_mono,BB72,monomial_column,z_memory,6,5000,0.001,0.0001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,Untied rates robustness: mono,theory_reduced,2026-03-27T19:17:45.273719+00:00,"{'code': 'BB72', 'embedding_type': 'monomial_column', 'scale_y': 1.0, 'x_positions': {'X': 0.0, 'L': 1.0, 'R': 2.0, 'Z': 3.0}}",300660dbb5dad1fb,X,6,72,144,12,0.4913909435272217,252,12,13356,49,0.02460826595297253,0.05219701712224276,1.3441183735027389,1.3441183735027389,0.05219701712224276,1.3441183735027389,1.3441183735027389,11340,12,1248,5000,0,0.2496,0.2434308015458393,0.25587098582846013,0.04673099833255001,280.6396839618683,3295.005710242316
