experiment_id,code,embedding,experiment_kind,cycles,shots,p_cnot,p_idle,p_prep,p_meas,kernel,kernel_params,J0,tau,use_weak_limit,primary_decoder,secondary_decoder,notes,geometry_scope,timestamp,embedding_params,embedding_hash,decoded_sector,d,n_data,n_total,k,build_seconds,num_detectors,num_observables,num_dem_errors,circuit_depth,reference_weighted_exposure,reference_aggregate_pair_probability_max,reference_aggregate_amplitude_max,reference_aggregate_location_strength_max,full_cycle_aggregate_pair_probability_max,full_cycle_aggregate_amplitude_max,full_cycle_aggregate_location_strength_max,num_pair_channels,num_workers,primary_failures,primary_shots,primary_discards,primary_ler_total,primary_ler_total_lo,primary_ler_total_hi,primary_ler_per_cycle_derived,primary_decoder_seconds,primary_cpu_seconds,wall_seconds
bb108_j0_0.01_ibm_,BB108,ibm_biplanar,z_memory,10,2500,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.01,1.0,False,bposd,,BB108 appendix J0 slice,theory_reduced,2026-03-22T15:05:15.538736+00:00,"{'code': 'BB108', 'embedding_type': 'ibm_biplanar', 'h': 1.0, 'lane_eps': 1.8518518518518518e-05, 'layer_A': ['A2', 'A3', 'B3'], 'layer_B': ['A1', 'B1', 'B2']}",5b40c0a0f3f427e0,X,12,108,216,8,10.456936836242676,594,8,47898,81,,,,,0.0008102336835752,0.0956520168629783,0.0956520168629783,42930,10,0,2500,0,0.0,0.0,0.0007361508123206,0.0,126.92011761665344,1059.8179352916777,
bb108_j0_0.01_mono,BB108,monomial_column,z_memory,10,2500,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.01,1.0,False,bposd,,BB108 appendix J0 slice,theory_reduced,2026-03-22T14:49:56.525420+00:00,"{'code': 'BB108', 'embedding_type': 'monomial_column', 'scale_y': 1.0, 'x_positions': {'X': 0.0, 'L': 1.0, 'R': 2.0, 'Z': 3.0}}",f4d5af2c693f7753,X,12,108,216,8,1.620676040649414,594,8,47898,81,,,,,0.0051295467081463,0.520455599626883,0.520455599626883,42930,10,3,2500,0,0.0012,0.0005469785447633,0.0023659154952504,0.0001200648492908,244.9932906627655,2222.031700566411,
bb108_j0_0.02_ibm_,BB108,ibm_biplanar,z_memory,10,2500,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.02,1.0,False,bposd,,BB108 appendix J0 slice,theory_reduced,2026-03-22T15:06:26.293481+00:00,"{'code': 'BB108', 'embedding_type': 'ibm_biplanar', 'h': 1.0, 'lane_eps': 1.8518518518518518e-05, 'layer_A': ['A2', 'A3', 'B3'], 'layer_B': ['A1', 'B1', 'B2']}",5b40c0a0f3f427e0,X,12,108,216,8,10.456420183181764,594,8,47898,81,,,,,0.0032406165946132,0.1913040337259567,0.1913040337259567,42930,10,1,2500,0,0.0004,6.9096626462009e-05,0.0013192210203623,4.000720182451012e-05,165.06831884384155,1480.024946201593,
bb108_j0_0.02_mono,BB108,monomial_column,z_memory,10,2500,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.02,1.0,False,bposd,,BB108 appendix J0 slice,theory_reduced,2026-03-22T14:54:08.701564+00:00,"{'code': 'BB108', 'embedding_type': 'monomial_column', 'scale_y': 1.0, 'x_positions': {'X': 0.0, 'L': 1.0, 'R': 2.0, 'Z': 3.0}}",f4d5af2c693f7753,X,12,108,216,8,1.5986955165863037,594,8,47898,81,,,,,0.0205161775434204,1.040911199253766,1.040911199253766,42930,10,37,2500,0,0.0148,0.0123904706195587,0.0176298168024926,0.0014899501940125,715.2631268501282,6984.443404296413,
bb108_j0_0.04_ibm_,BB108,ibm_biplanar,z_memory,10,2500,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,BB108 appendix J0 slice,theory_reduced,2026-03-22T15:07:43.438558+00:00,"{'code': 'BB108', 'embedding_type': 'ibm_biplanar', 'h': 1.0, 'lane_eps': 1.8518518518518518e-05, 'layer_A': ['A2', 'A3', 'B3'], 'layer_B': ['A1', 'B1', 'B2']}",5b40c0a0f3f427e0,X,12,108,216,8,10.458534240722656,594,8,47898,81,,,,,0.0129573771581421,0.3826080674519134,0.3826080674519134,42930,10,11,2500,0,0.0044,0.0030951495892632,0.0061611947676243,0.0004408736355151,337.68746304512024,3189.0459453891963,
bb108_j0_0.04_mono,BB108,monomial_column,z_memory,10,2500,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,BB108 appendix J0 slice,theory_reduced,2026-03-22T15:00:35.897465+00:00,"{'code': 'BB108', 'embedding_type': 'monomial_column', 'scale_y': 1.0, 'x_positions': {'X': 0.0, 'L': 1.0, 'R': 2.0, 'Z': 3.0}}",f4d5af2c693f7753,X,12,108,216,8,1.6074354648590088,594,8,47898,81,,,,,0.0820325678890222,2.081822398507532,2.081822398507532,42930,10,525,2500,0,0.21,0.2017736416677511,0.2184640051668334,0.0232965784414228,2390.375236988068,23762.92785800807,
bb144_baseline_bi,BB144,ibm_biplanar,z_memory,12,4000,0.001,0.001,0.001,0.001,crossing,{},0.0,1.0,False,bposd,,bb144 baseline,theory_reduced,2026-03-17T17:07:08.313795+00:00,,,X,12,144,288,12,0.7060055732727051,936,12,8784,97,,,,,,,,0,12,0,4000,0,0.0,0.0,0.000921794749483,0.0,16434.29655623436,67.9804900623858,
bb144_baseline_mono,BB144,monomial_column,z_memory,12,4000,0.001,0.001,0.001,0.001,crossing,{},0.0,1.0,False,bposd,,bb144 baseline mono,theory_reduced,2026-03-18T05:22:13.789257+00:00,,,X,12,144,288,12,0.7429156303405762,936,12,8784,97,,,,,,,,0,12,0,4000,0,0.0,0.0,0.000921794749483,0.0,20794.81351208687,63.71051586419344,
bb144_bi_anchor_topup,BB144,ibm_biplanar,z_memory,12,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,BB144 bi anchor topup,theory_reduced,2026-03-22T21:23:58.184797+00:00,"{'code': 'BB144', 'embedding_type': 'ibm_biplanar', 'h': 1.0, 'lane_eps': 1.388888888888889e-05, 'layer_A': ['A2', 'A3', 'B3'], 'layer_B': ['A1', 'B1', 'B2']}",ad3617b20077e386,X,12,144,288,12,22.617888689041138,936,12,99936,97,,,,,0.0177926733174237,0.5221416856872565,0.5221416856872565,92016,12,12,5000,0,0.0024,0.0017173498330021,0.0033104716707665,0.0002002203379247,3956.425008535385,46267.32681308314,
bb144_v3_per_1e-03_mono,BB144,monomial_column,z_memory,12,2500,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 BB144 PER p=0.001 J0=0.04 mono,theory_reduced,2026-03-21T04:58:29.404179+00:00,,,X,12,144,288,12,3.320241451263428,936,12,99936,97,,,,,0.1114147859984334,2.8110231695094385,2.8110231695094385,92016,16,805,2500,0,0.322,0.3125294147204748,0.3316160019666949,0.0318652523286732,10732.54092502594,169810.3082885351,
bb144_v3_per_2e-03_bi,BB144,ibm_biplanar,z_memory,12,5000,0.002,0.002,0.002,0.002,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 BB144 PER p=0.002 J0=0.04 bi,theory_reduced,2026-03-21T17:01:10.764387+00:00,,,X,12,144,288,12,22.339513540267944,936,12,99936,97,,,,,0.0177926733174237,0.5221416856872565,0.5221416856872565,92016,12,113,5000,0,0.0226,0.0204968971378068,0.0249031458409697,0.001903127929953,9067.316759347916,107665.93292447366,
bb144_v3_per_2e-03_mono,BB144,monomial_column,z_memory,12,2500,0.002,0.002,0.002,0.002,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 BB144 PER p=0.002 J0=0.04 mono,theory_reduced,2026-03-21T06:35:09.116234+00:00,,,X,12,144,288,12,3.3627986907958984,936,12,99936,97,,,,,0.1114147859984334,2.8110231695094385,2.8110231695094385,92016,16,1553,2500,0,0.6212,0.6112504967512808,0.6310505656618864,0.0777100048090084,14066.654965400696,222400.40768599696,
bb144_v3_per_3e-03_bi,BB144,ibm_biplanar,z_memory,12,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 BB144 PER p=0.003 J0=0.04 bi,theory_reduced,2026-03-21T17:37:05.437802+00:00,,,X,12,144,288,12,22.88469171524048,936,12,99936,97,,,,,0.0177926733174237,0.5221416856872565,0.5221416856872565,92016,12,470,5000,0,0.094,0.0898558912086523,0.0983104313692586,0.0081925874090198,15859.50640296936,189447.95364254527,
bb144_v3_per_3e-03_mono,BB144,monomial_column,z_memory,12,2500,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 BB144 PER p=0.003 J0=0.04 mono,theory_reduced,2026-03-21T06:57:37.506119+00:00,,,X,12,144,288,12,3.325425624847412,936,12,99936,97,,,,,0.1114147859984334,2.8110231695094385,2.8110231695094385,92016,16,2083,2500,0,0.8332,0.8254078450883098,0.8407184998030641,0.1386433641326306,16857.072125911713,268124.46106825955,
bb144_v3_per_5e-04_bi,BB144,ibm_biplanar,z_memory,12,5000,0.0005,0.0005,0.0005,0.0005,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 BB144 PER p=0.0005 J0=0.04 bi,theory_reduced,2026-03-21T17:01:11.827272+00:00,,,X,12,144,288,12,22.466238260269165,936,12,99936,97,,,,,0.0177926733174237,0.5221416856872565,0.5221416856872565,92016,12,4,5000,0,0.0008,0.0004171647215862,0.0014321099291897,6.669112361223917e-05,2113.493082284928,23853.83969121053,
bb144_v3_per_5e-04_mono,BB144,monomial_column,z_memory,12,2500,0.0005,0.0005,0.0005,0.0005,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 BB144 PER p=0.0005 J0=0.04 mono,theory_reduced,2026-03-21T02:23:30.138031+00:00,,,X,12,144,288,12,3.359034299850464,936,12,99936,97,,,,,0.1114147859984334,2.8110231695094385,2.8110231695094385,92016,16,1097,7500,0,0.1462666666666666,0.1421675395407353,0.1504616595063559,0.0130915823942715,27765.41622948645,441446.377228288,0.0
bb144_v3_pj0_0.01_bi,BB144,ibm_biplanar,z_memory,12,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 BB144 powerlaw a=3 J0=0.01 bi,theory_reduced,2026-03-21T00:05:24.118819+00:00,,,X,12,144,288,12,22.42036533355713,936,12,99936,97,,,,,0.0011125887735772,0.1305354214218141,0.1305354214218141,92016,12,0,5000,0,0.0,0.0,0.0003681431708574,0.0,1070.8642117977142,11646.36356198974,
bb144_v3_pj0_0.01_mono,BB144,monomial_column,z_memory,12,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 BB144 powerlaw a=3 J0=0.01 mono,theory_reduced,2026-03-21T00:23:24.990647+00:00,,,X,12,144,288,12,3.380303382873535,936,12,99936,97,,,,,0.0069668602362882,0.7027557923773596,0.7027557923773596,92016,16,3,5000,0,0.0006,0.0002734719573175,0.0011833030833233,5.001375527313723e-05,2023.391741514206,30914.953334409744,
bb144_v3_pj0_0.02_bi,BB144,ibm_biplanar,z_memory,12,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 BB144 powerlaw a=3 J0=0.02 bi,theory_reduced,2026-03-21T00:05:25.308573+00:00,,,X,12,144,288,12,22.313069820404053,936,12,99936,97,,,,,0.0044499176715584,0.2610708428436282,0.2610708428436282,92016,12,2,5000,0,0.0004,0.000141638209506,0.0009273373567735,3.3339446006586115e-05,1770.0581228733065,20075.97412486747,
bb144_v3_pj0_0.02_mono,BB144,monomial_column,z_memory,12,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 BB144 powerlaw a=3 J0=0.02 mono,theory_reduced,2026-03-21T00:26:27.029854+00:00,,,X,12,144,288,12,3.34292984008789,936,12,99936,97,,,,,0.0278646916204499,1.4055115847547193,1.4055115847547193,92016,16,115,5000,0,0.023,0.0208787054363977,0.0253210922438819,0.0019371734976677,7011.495078325272,110584.11502240784,
bb144_v3_pj0_0.04_bi,BB144,ibm_biplanar,z_memory,12,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 BB144 powerlaw a=3 J0=0.04 bi,theory_reduced,2026-03-20T14:17:30.173632+00:00,,,X,12,144,288,12,23.63512659072876,936,12,99936,97,,,,,0.0177926733174237,0.5221416856872565,0.5221416856872565,92016,16,19,5000,0,0.0038,0.0029369162852902,0.0048844039114866,0.0003172195371524,2923.127946138382,45422.7578274291,
bb144_v3_pj0_0.08_bi,BB144,ibm_biplanar,z_memory,12,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 BB144 powerlaw a=3 J0=0.08 bi,theory_reduced,2026-03-20T15:06:51.771206+00:00,,,X,12,144,288,12,22.56596541404724,936,12,99936,97,,,,,0.0710588246215138,1.044283371374513,1.044283371374513,92016,16,376,5000,0,0.0752,0.0714574236577727,0.0791170404728311,0.0064936396904045,10122.149154424667,160060.4477444142,
bb144_v3_pj0_0.08_mono,BB144,monomial_column,z_memory,12,500,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 BB144 powerlaw a=3 J0=0.08 mono,theory_reduced,2026-03-21T20:40:45.453682+00:00,,,X,12,144,288,12,3.319385766983032,936,12,99936,97,,,,,0.444956013571057,5.622046339018877,5.622046339018877,92016,12,500,500,0,1.0,0.9963246611307156,1.0,1.0,14193.162431240082,165562.13846842386,
bb72_smoke_bi,BB72,ibm_biplanar,z_memory,3,200,0.0005,0.0005,0.0005,0.0005,crossing,{},0.0,1.0,False,bposd,,smoke local only,theory_reduced,2026-03-15T20:40:21.685140+00:00,,,X,6,72,144,12,0.1053059101104736,144,12,1152,25,0.0,0.0,0.0,0.0,,,,0,48,0,200,0,0.0,0.0,0.0182753403551362,0.0,1.724794626235962,0.0796210318803787,
bb72_smoke_mono,BB72,monomial_column,z_memory,3,200,0.0005,0.0005,0.0005,0.0005,crossing,{},0.0,1.0,False,bposd,,smoke local only,theory_reduced,2026-03-15T20:40:20.306256+00:00,,,X,6,72,144,12,0.1391162872314453,144,12,1152,25,0.0,0.0,0.0,0.0,,,,0,48,0,200,0,0.0,0.0,0.0182753403551362,0.0,1.724794626235962,0.1097590997815132,
bb72_v3_a1.5_bi,BB72,ibm_biplanar,z_memory,6,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 alpha=1.5 J0=0.04 bi,theory_reduced,2026-03-20T17:24:02.978436+00:00,,,X,6,72,144,12,2.863776922225952,252,12,13356,49,0.0161563681375994,0.0097282457353816,0.3957159193395622,0.3957159193395622,0.0097282457353816,0.3957159193395622,0.3957159193395622,11340,16,449,5000,0,0.0898,0.0857406791645313,0.0940274466841407,0.0155595010507261,1420.6835095882416,1459.5233539883047,
bb72_v3_a1.5_mono,BB72,monomial_column,z_memory,6,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 alpha=1.5 J0=0.04 mono,theory_reduced,2026-03-20T17:23:53.344674+00:00,,,X,6,72,144,12,0.4780714511871338,252,12,13356,49,0.0257605890070895,0.0537368880240872,1.3694114324646984,1.3694114324646984,0.0537368880240872,1.3694114324646984,1.3694114324646984,11340,16,1675,5000,0,0.335,0.3282590264446811,0.341807956195222,0.0657345807969749,1420.6835095882416,4127.875550393015,
bb72_v3_a2.0_bi,BB72,ibm_biplanar,z_memory,6,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 alpha=2.0 J0=0.04 bi,theory_reduced,2026-03-20T17:24:09.563843+00:00,,,X,6,72,144,12,2.827211856842041,252,12,13356,49,0.0154581967835414,0.0087038137225714,0.3150200303205404,0.3150200303205404,0.0087139713476429,0.3150200303205404,0.3150200303205404,11340,16,311,5000,0,0.0622,0.058774071555714,0.0658061641849121,0.0106460210677864,1420.6835095882416,966.008047491312,
bb72_v3_a2.0_mono,BB72,monomial_column,z_memory,6,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 alpha=2.0 J0=0.04 mono,theory_reduced,2026-03-20T17:23:54.117140+00:00,,,X,6,72,144,12,0.4790294170379638,252,12,13356,49,0.0251736798503252,0.053160252066722,1.3604464755852077,1.3604464755852077,0.053160252066722,1.3604464755852077,1.3604464755852077,11340,16,1472,5000,0,0.2944,0.287896593912348,0.300986914420191,0.0564612039366932,1420.6835095882416,3869.711392713711,
bb72_v3_a4.0_bi,BB72,ibm_biplanar,z_memory,6,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 alpha=4.0 J0=0.04 bi,theory_reduced,2026-03-20T17:24:22.822205+00:00,,,X,6,72,144,12,2.8369064331054688,252,12,13356,49,0.0147591521342489,0.0080008600346719,0.2177020282676148,0.2177020282676148,0.0080266090401517,0.2179563392101409,0.2179563392101409,11340,16,255,5000,0,0.051,0.0478808445292637,0.054304517767019,0.0086864661368641,1420.6835095882416,415.3507426623255,
bb72_v3_a4.0_mono,BB72,monomial_column,z_memory,6,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 alpha=4.0 J0=0.04 mono,theory_reduced,2026-03-20T17:23:55.584195+00:00,,,X,6,72,144,12,0.4799644947052002,252,12,13356,49,0.0243386526443244,0.0514364790075988,1.3296923312055708,1.3296923312055708,0.0514364790075988,1.3296923312055708,1.3296923312055708,11340,16,1434,5000,0,0.2868,0.2803477026010579,0.2933389028845589,0.0547749504466285,1420.6835095882416,3515.797880511731,
bb72_v3_a5.0_bi,BB72,ibm_biplanar,z_memory,6,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 alpha=5.0 J0=0.04 bi,theory_reduced,2026-03-20T17:24:29.479392+00:00,,,X,6,72,144,12,2.8393349647521973,252,12,13356,49,0.0146227731639096,0.0079656684768646,0.2075496225823972,0.2075496225823972,0.0079982307153378,0.2080703835445204,0.2080703835445204,11340,16,234,5000,0,0.0468,0.0438060446265864,0.0499812946342361,0.0079565996415325,1420.6835095882416,353.5009514987469,
bb72_v3_a5.0_mono,BB72,monomial_column,z_memory,6,5000,0.001,0.001,0.001,0.001,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 alpha=5.0 J0=0.04 mono,theory_reduced,2026-03-20T17:23:56.317051+00:00,,,X,6,72,144,12,0.4776880741119385,252,12,13356,49,0.0241942869051546,0.0508314445670502,1.3169224226516285,1.3169224226516285,0.0508314445670502,1.3169224226516285,1.3169224226516285,11340,16,1391,5000,0,0.2782,0.2718082017785689,0.2846819100543265,0.0528847860221913,1420.6835095882416,3451.477813757956,
bb72_v3_cj0_0.005_bi,BB72,ibm_biplanar,z_memory,6,5000,0.001,0.001,0.001,0.001,crossing,{},0.005,1.0,False,bposd,,v3 crossing J0=0.005 bi,theory_reduced,2026-03-20T17:12:47.710355+00:00,,,X,6,72,144,12,2.6246554851531982,252,12,2232,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,1,5000,0,0.0002,3.454891004459713e-05,0.0006597622083767,3.333611145062143e-05,307.57050800323486,6.33993074670434,
bb72_v3_cj0_0.005_mono,BB72,monomial_column,z_memory,6,5000,0.001,0.001,0.001,0.001,crossing,{},0.005,1.0,False,bposd,,v3 crossing J0=0.005 mono,theory_reduced,2026-03-20T17:12:36.029906+00:00,,,X,6,72,144,12,0.3267550468444824,252,12,5220,49,0.0003749968750104,0.0007499937500208,0.15,0.15,0.0007499937500208,0.15,0.15,3132,16,11,5000,0,0.0022,0.0015472234881701,0.0030819598746989,0.0003670032303658,307.57050800323486,45.52559192292392,
bb72_v3_cj0_0.015_bi,BB72,ibm_biplanar,z_memory,6,5000,0.001,0.001,0.001,0.001,crossing,{},0.015,1.0,False,bposd,,v3 crossing J0=0.015 bi,theory_reduced,2026-03-20T17:13:00.409170+00:00,,,X,6,72,144,12,2.627152442932129,252,12,2232,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,1,5000,0,0.0002,3.454891004459713e-05,0.0006597622083767,3.333611145062143e-05,307.57050800323486,6.211141902953386,
bb72_v3_cj0_0.015_mono,BB72,monomial_column,z_memory,6,5000,0.001,0.001,0.001,0.001,crossing,{},0.015,1.0,False,bposd,,v3 crossing J0=0.015 mono,theory_reduced,2026-03-20T17:12:37.140827+00:00,,,X,6,72,144,12,0.3263731002807617,252,12,5220,49,0.0033747468825936,0.0067494937651872,0.4500000000000003,0.4500000000000003,0.0067494937651872,0.4500000000000003,0.4500000000000003,3132,16,83,5000,0,0.0166,0.0147935761084802,0.0186104876972852,0.0027859992150264,307.57050800323486,154.71440421789885,
bb72_v3_cj0_0.03_bi,BB72,ibm_biplanar,z_memory,6,5000,0.001,0.001,0.001,0.001,crossing,{},0.03,1.0,False,bposd,,v3 crossing J0=0.03 bi,theory_reduced,2026-03-20T17:13:13.139408+00:00,,,X,6,72,144,12,2.6287646293640137,252,12,2232,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,1,5000,0,0.0002,3.454891004459713e-05,0.0006597622083767,3.333611145062143e-05,307.57050800323486,5.949640465900302,
bb72_v3_cj0_0.03_mono,BB72,monomial_column,z_memory,6,5000,0.001,0.001,0.001,0.001,crossing,{},0.03,1.0,False,bposd,,v3 crossing J0=0.03 mono,theory_reduced,2026-03-20T17:12:38.250353+00:00,,,X,6,72,144,12,0.3265609741210937,252,12,5220,49,0.0134959504859687,0.0269919009719374,0.9000000000000006,0.9000000000000006,0.0269919009719374,0.9000000000000006,0.9000000000000006,3132,16,506,5000,0,0.1012,0.0969163068013346,0.1056469408067436,0.017625281597127,307.57050800323486,338.912633985281,
bb72_v3_per_2e-03_bi,BB72,ibm_biplanar,z_memory,6,5000,0.002,0.002,0.002,0.002,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.002 J0=0.04 bi,theory_reduced,2026-03-20T17:54:38.828620+00:00,,,X,6,72,144,12,2.8543403148651123,252,12,13356,49,0.0149727089740785,0.0081238988604499,0.2433144487965292,0.2433144487965292,0.0081447181974589,0.2433144487965292,0.2433144487965292,11340,16,416,5000,0,0.0832,0.0792793859956025,0.0872915902520965,0.0143733581827262,2348.3781957626343,1263.0855742953718,
bb72_v3_per_2e-03_mono,BB72,monomial_column,z_memory,6,5000,0.002,0.002,0.002,0.002,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.002 J0=0.04 mono,theory_reduced,2026-03-20T17:54:10.590708+00:00,,,X,6,72,144,12,0.4862139225006103,252,12,13356,49,0.0246082659529725,0.0521970171222427,1.3441183735027389,1.3441183735027389,0.0521970171222427,1.3441183735027389,1.3441183735027389,11340,16,2109,5000,0,0.4218,0.4147323678329941,0.4288993571104033,0.0872615460199877,2348.3781957626343,4972.921078411862,
bb72_v3_per_3e-03_bi,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.003 J0=0.04 bi,theory_reduced,2026-03-20T17:54:45.526458+00:00,,,X,6,72,144,12,2.8513145446777344,252,12,13356,49,0.0149727089740785,0.0081238988604499,0.2433144487965292,0.2433144487965292,0.0081447181974589,0.2433144487965292,0.2433144487965292,11340,16,733,5000,0,0.1466,0.1415699977331391,0.1517741762550798,0.0260751665543794,2348.3781957626343,2278.56305401586,
bb72_v3_per_3e-03_mono,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.003 J0=0.04 mono,theory_reduced,2026-03-20T17:54:11.332143+00:00,,,X,6,72,144,12,0.4823963642120361,252,12,13356,49,0.0246082659529725,0.0521970171222427,1.3441183735027389,1.3441183735027389,0.0521970171222427,1.3441183735027389,1.3441183735027389,11340,16,2704,5000,0,0.5408,0.5336448067291617,0.547938643232675,0.1216512655316693,2348.3781957626343,6194.362209336832,
bb72_v3_per_3e-04_bi,BB72,ibm_biplanar,z_memory,6,5000,0.0003,0.0003,0.0003,0.0003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.0003 J0=0.04 bi,theory_reduced,2026-03-20T17:54:18.756691+00:00,,,X,6,72,144,12,2.8650827407836914,252,12,13356,49,0.0149727089740785,0.0081238988604499,0.2433144487965292,0.2433144487965292,0.0081447181974589,0.2433144487965292,0.2433144487965292,11340,16,95,5000,0,0.019,0.0170690108707136,0.0211333545032507,0.0031920311706754,2348.3781957626343,254.2985010985285,
bb72_v3_per_3e-04_mono,BB72,monomial_column,z_memory,6,5000,0.0003,0.0003,0.0003,0.0003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.0003 J0=0.04 mono,theory_reduced,2026-03-20T17:54:08.316958+00:00,,,X,6,72,144,12,0.4841949939727783,252,12,13356,49,0.0246082659529725,0.0521970171222427,1.3441183735027389,1.3441183735027389,0.0521970171222427,1.3441183735027389,1.3441183735027389,11340,16,945,5000,0,0.189,0.1834267707058393,0.1946998651251139,0.0343120571416825,2348.3781957626343,2614.98372685723,
bb72_v3_per_5e-03_bi,BB72,ibm_biplanar,z_memory,6,5000,0.005,0.005,0.005,0.005,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.005 J0=0.04 bi,theory_reduced,2026-03-20T17:54:52.176114+00:00,,,X,6,72,144,12,2.85009241104126,252,12,13356,49,0.0149727089740785,0.0081238988604499,0.2433144487965292,0.2433144487965292,0.0081447181974589,0.2433144487965292,0.2433144487965292,11340,16,1747,5000,0,0.3494,0.3425883726232028,0.3562727551795133,0.0691371967462302,2348.3781957626343,4564.923394151032,
bb72_v3_per_5e-03_mono,BB72,monomial_column,z_memory,6,5000,0.005,0.005,0.005,0.005,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.005 J0=0.04 mono,theory_reduced,2026-03-20T17:54:12.068636+00:00,,,X,6,72,144,12,0.4828777313232422,252,12,13356,49,0.0246082659529725,0.0521970171222427,1.3441183735027389,1.3441183735027389,0.0521970171222427,1.3441183735027389,1.3441183735027389,11340,16,3730,5000,0,0.746,0.7396943386232624,0.7522056719054621,0.2041969130894931,2348.3781957626343,7697.672009512782,
