semantic_id,merged_ids,n_merged,code,embedding,experiment_kind,geometry_scope,kernel,kernel_params,J0,p_cnot,cycles,decoded_sector,d,n_data,k,reference_weighted_exposure,primary_failures,primary_shots,primary_discards,primary_ler_total,primary_ler_total_lo,primary_ler_total_hi,primary_ler_per_cycle_derived
BB72_mono_powe_J0.02_p0.003,bb72_v3_ph_mono_a4.0_J0.02,1,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.02,0.003,6,X,6,72,12,0.0060870673439207,815,5000,0,0.163,0.15774520441383966,0.1683921645379995,0.029219800512279792
BB72_mono_powe_J0.04_p0.001,bb72_v3_a4.0_mono,1,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.04,0.001,6,X,6,72,12,0.0243386526443244,1434,5000,0,0.2868,0.2803477026010579,0.29333890288455894,0.0547749504466285
BB72_mono_powe_J0.04_p0.003,bb72_v3_ph_mono_a4.0_J0.04,1,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.04,0.003,6,X,6,72,12,0.0243386526443244,2663,5000,0,0.5326,0.5254379365856874,0.5397488398334266,0.11905637318100071
BB72_mono_powe_J0.08_p0.003,bb72_v3_ph_mono_a4.0_J0.08,1,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.08,0.003,6,X,6,72,12,0.0972008657216961,4908,5000,0,0.9816,0.97949655754726,0.9835006658563896,0.4861895054018628
BB72_mono_powe_J0.005_p0.003,bb72_v3_ph_mono_a5.0_J0.005,1,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.005,0.003,6,X,6,72,12,0.0003782327228904,168,5000,0,0.0336,0.03104764726401066,0.03634622645844062,0.005680049141331689
BB72_mono_powe_J0.01_p0.003,bb72_v3_ph_mono_a5.0_J0.01,1,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.01,0.003,6,X,6,72,12,0.0015128933621576,315,5000,0,0.063,0.05955347186722215,0.06662640402371876,0.010786734200670556
BB72_mono_powe_J0.02_p0.003,bb72_v3_ph_mono_a5.0_J0.02,1,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.02,0.003,6,X,6,72,12,0.0060509730081685,789,5000,0,0.1578,0.15261431951058144,0.16312520373268324,0.028217204140159158
BB72_mono_powe_J0.04_p0.001,bb72_v3_a5.0_mono|la_alpha_mono_a5.0,2,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.04,0.001,6,X,6,72,12,0.0241942869051546,2724,10000,0,0.2724,0.2679211610078263,0.2769248688333057,0.05162059326966195
BB72_mono_powe_J0.04_p0.003,bb72_v3_ph_mono_a5.0_J0.04,1,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.04,0.003,6,X,6,72,12,0.0241942869051546,2689,5000,0,0.5378,0.5306420708667733,0.544942596111555,0.12069746842699391
BB72_mono_powe_J0.08_p0.003,bb72_v3_ph_mono_a5.0_J0.08,1,BB72,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.08,0.003,6,X,6,72,12,0.0966235883969991,4895,5000,0,0.979,0.9767703939867954,0.9810285583594205,0.4747453782801029
BB90_ibm__powe_J0.01_p0.001,bb90_j0_0.01_ibm_,1,BB90,ibm_biplanar,z_memory,theory_reduced,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.01,0.001,10,X,10,90,8,,11,2500,0,0.0044,0.003095149589263272,0.006161194767624308,0.0004408736355151488
BB90_ibm__powe_J0.02_p0.001,bb90_j0_0.02_ibm_,1,BB90,ibm_biplanar,z_memory,theory_reduced,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.02,0.001,10,X,10,90,8,,13,2500,0,0.0052,0.0037784459888121013,0.007072413071771955,0.0005212208224971704
BB90_ibm__powe_J0.04_p0.001,bb90_j0_0.04_ibm_,1,BB90,ibm_biplanar,z_memory,theory_reduced,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,0.001,10,X,10,90,8,,174,2500,0,0.0696,0.06448851303159228,0.07506927718529584,0.0071881088514773595
BB90_mono_powe_J0.01_p0.001,bb90_j0_0.01_mono,1,BB90,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.01,0.001,10,X,10,90,8,,20,2500,0,0.008,0.006230476471115624,0.010207305616615862,0.0008028946771652112
BB90_mono_powe_J0.02_p0.001,bb90_j0_0.02_mono,1,BB90,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.02,0.001,10,X,10,90,8,,96,2500,0,0.0384,0.03454884525446192,0.04263960112419117,0.003908015274766585
BB90_mono_powe_J0.04_p0.001,bb90_j0_0.04_mono,1,BB90,monomial_column,z_memory,theory_reduced,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,0.001,10,X,10,90,8,,863,2500,0,0.3452,0.33555618148698696,0.3549702362740268,0.041458617644419715
